,startlat,startlon,timeintrip,easting,northing,zone_number,zone_letter
35181,13.7569112504818,100.461419418103,480,657999.5974414013,1521321.4180306438,47,P
35189,13.7833978799673,100.471054964445,479,659023.625956925,1524257.8569846272,47,P
35191,13.7518469409933,100.478125614116,383,659809.5606660342,1520772.1979654192,47,P
35192,13.7651413246236,100.48802412673,597,660870.8798621483,1522249.492541146,47,P
35195,13.771180370848,100.48379686278,3421,660409.6587920261,1522914.7470667441,47,P
35221,13.7762124344895,100.479392579042,3365,659930.0048755761,1523468.491541831,47,P
35227,13.7870847246858,100.468045739983,1059,658695.7692215254,1524663.7273291487,47,P
35229,13.7784705805698,100.477060428505,360,659676.3033941255,1523716.7512296464,47,P
35233,13.778349490374,100.477173026918,2849,659688.5604253497,1523703.4302955603,47,P
35235,13.7443320550318,100.471197789695,2294,659065.4763330339,1519936.2766422904,47,P
35243,13.7785456932378,100.476896024175,4137,659658.4760714886,1523724.9514683322,47,P
35245,13.7709619115453,100.483839227038,480,660414.3886235042,1522890.6080161575,47,P
35248,13.7621897300729,100.482758981429,1147,660303.5601278548,1521919.4567209901,47,P
35253,13.7782988700687,100.477220097335,539,659693.6843340205,1523697.8616400622,47,P
35280,13.7681402041844,100.47752354689,660,659733.3961997767,1522574.2524525106,47,P
35282,13.7673412881269,100.47668356242,1830,659643.1106893835,1522485.314372874,47,P
35284,13.7753680386903,100.479848292756,1200,659979.854310214,1523375.3825456966,47,P
35301,13.7750761169213,100.48050362615,1535,660050.912321927,1523343.524405189,47,P
35307,13.7580931458403,100.462546484611,480,658120.6786298528,1521452.9049202558,47,P
35308,13.7851215898436,100.470942892496,1324,659010.3417217472,1524448.4693190695,47,P
35321,13.7870842219309,100.4674253884,420,658628.6964546248,1524663.2621484853,47,P
35324,13.781058633278,100.474189239156,2284,659364.0998026972,1524001.151743452,47,P
35336,13.7783863208674,100.477240799526,2132,659695.8633510362,1523707.549707134,47,P
35396,13.7666293212526,100.471528266711,360,659086.1475656922,1522403.1388223427,47,P
35405,13.7851383839166,100.47092724756,457,659008.6387899022,1524450.3168237563,47,P
35406,13.7766035612893,100.478803487045,3423,659866.0423512801,1523511.3686425625,47,P
35463,13.7832287870683,100.472788709284,660,659211.1982303736,1524240.2985886815,47,P
35477,13.7634353510526,100.473526432959,466,659304.3734231481,1522051.1257537294,47,P
35482,13.7769187587284,100.478508672907,750,659833.9508308904,1523546.0416884436,47,P
35493,13.7617284340826,100.47185727603,540,659125.0380344486,1521861.1932756554,47,P
35504,13.7788489092623,100.476708631153,1310,659638.0081640268,1523758.370579127,47,P
35505,13.7785901664129,100.476949228949,1964,659664.1986492736,1523729.906676888,47,P
35507,13.7561705302866,100.486429688246,1020,660704.5954528024,1521256.0233617616,47,P
35513,13.7789099406592,100.476753683095,716,659642.8379625084,1523765.152137966,47,P
35514,13.7793449514128,100.475081394975,1080,659461.7262573668,1523812.1659151413,47,P
35521,13.7602299610408,100.470585065005,540,658988.4824225374,1521694.583586703,47,P
35531,13.755853873767,100.483445195212,3616,660382.07975733,1521219.0035456186,47,P
35535,13.7600285563552,100.477791393039,2765,659767.8664685837,1521677.073103143,47,P
35569,13.7596909136099,100.482537823686,420,660281.3474547982,1521642.8755533,47,P
35610,13.7621899935289,100.482660183406,6166,660292.8765993965,1521919.4200820404,47,P
35631,13.7779417111752,100.477760034897,433,659752.3081561256,1523658.7092604367,47,P
35651,13.7768081844096,100.477853305488,1618,659763.1635623578,1523533.3738417046,47,P
35667,13.7595947,100.4849123,660,660538.1756992311,1521633.8136718732,47,P
35705,13.7532390785114,100.483538569632,400,660393.9581147078,1520929.8015676097,47,P
35706,13.752867383529,100.485971774963,487,660657.3322764162,1520890.3038270758,47,P
35711,13.7630409568279,100.482787015146,1314,660306.0116067582,1522013.6431682212,47,P
35729,13.7534714156603,100.469565450048,940,658882.7890869568,1520946.2442594408,47,P
35749,13.7829900429996,100.472831087062,1968,659215.9420348145,1524213.9154285262,47,P
35752,13.7806107414745,100.475060918143,2027,659458.653317023,1523952.1813301137,47,P
35769,13.7737533982061,100.481420891882,660,660150.9947441034,1523197.8078838198,47,P
35775,13.7866763624941,100.469565453161,1260,658860.3585693218,1524619.5560889367,47,P
35780,13.7555474200431,100.476966406516,1657,659681.6971124117,1521180.797165511,47,P
35784,13.780935259548,100.474755722259,840,659425.4340284517,1523987.878996354,47,P
35801,13.7870366664988,100.468314547465,960,658724.8654682945,1524658.5883904821,47,P
35807,13.7565281030457,100.483293292585,720,660365.194324751,1521293.4896431013,47,P
35849,13.7788764759441,100.476682997661,1080,659635.2178109856,1523761.4031485652,47,P
35857,13.7784322880858,100.477096035623,1678,659680.1794470347,1523712.5387357078,47,P
35859,13.7783337777589,100.477187637643,1935,659690.1508937236,1523701.7017768503,47,P
35868,13.7644988945614,100.482897306912,1621,660316.944394225,1522175.0024045256,47,P
35874,13.7662805580084,100.483902723629,660,660424.4473990314,1522372.7706368251,47,P
35883,13.7714210336688,100.483731334654,2361,660402.4091348669,1522941.3269620792,47,P
35897,13.781172409861,100.474532692156,960,659401.1581966451,1524013.966047879,47,P
35916,13.7497684665415,100.469793756566,704,658909.9759346433,1520536.75501263,47,P
35929,13.7604704674914,100.479310999707,1320,659931.8873812999,1521726.9687047808,47,P
35933,13.7840094735158,100.471490009556,1260,659070.2502339954,1524325.8027550536,47,P
35944,13.7450962950175,100.466612602032,1541,658569.116016621,1520017.7998206099,47,P
35946,13.7800285309536,100.475508770694,719,659507.472297006,1523888.0709033546,47,P
35983,13.7541097867606,100.483493117932,721,660388.4500136361,1521026.0942073849,47,P
35985,13.7629275872145,100.472703961922,1500,659215.7813632505,1521994.4099798677,47,P
36013,13.7633665434637,100.473465095331,473,659297.787429953,1522043.4732853638,47,P
36016,13.7583576012166,100.469400334859,1020,658861.6370321084,1521486.6711721472,47,P
36029,13.7789691531972,100.476698598469,480,659636.8417028883,1523771.6660036098,47,P
36044,13.7797658336749,100.475331883078,2868,659488.5246576322,1523858.8924728981,47,P
36050,13.7526811859849,100.480333865943,2885,660047.7892579804,1520865.9528373536,47,P
36059,13.7655740763954,100.458630237444,393,657692.1855759495,1522277.9140697331,47,P
36060,13.7784387792515,100.477089999669,834,659679.5223963823,1523713.2528182662,47,P
36061,13.7529835571993,100.485425977615,720,660598.2318082287,1520902.7917340463,47,P
36067,13.7872285536994,100.46700174231,1033,658582.7939270188,1524678.9493217147,47,P
36070,13.76183363282,100.468968934686,1440,658812.6423016015,1521870.9237637683,47,P
36073,13.7662949145417,100.483913377371,481,660425.5896126603,1522374.3659447343,47,P
36107,13.7674412562745,100.484519419624,369,660490.3397175277,1522501.5852843598,47,P
36116,13.7845497429892,100.471554191717,1320,659076.8239509762,1524385.6128891585,47,P
36121,13.7791509386899,100.47416456221,2160,659362.7252902264,1523790.0952860308,47,P
36122,13.7757112446798,100.465890420974,592,658470.4038450953,1523404.109653245,47,P
